-2,24090785980225E+0001	-8,93490600585938E+0001
 2,58780422210693E+0001	-1,63258026123047E+0002
-2,71735515594482E+0001	-1,45962738037109E+0002
-4,20772476196289E+0001	-1,10235076904297E+0002
-3,90900840759277E+0001	-8,93490600585938E+0001
-7,90259933471680E+0001	-1,23939651489258E+0002
-7,48610992431641E+0001	-1,19750480651855E+0002
-1,70450325012207E+0001	-7,09167022705078E+0001
-8,09424877166748E+0000	-1,15022705078125E+0002
-1,06445800781250E+0002	-1,50151901245117E+0002
-6,35334320068359E+0001	-6,25383567810059E+0001
 7,99788904190063E+0000	-7,44475784301758E+0001
-3,61136283874512E+0001	-1,26333465576172E+0002
 5,68738784790039E+0001	-7,03182525634766E+0001
-9,15421066284180E+0001	-8,28259201049805E+0001
-3,37260398864746E+0001	-2,20230770111084E+0001
-4,08781013488770E+0001	-4,16523399353027E+0001
-8,61780548095703E+0001	-1,29325729370117E+0002
-6,05462684631348E+0001	-6,73259811401367E+0001
-2,35975208282471E+0001	-1,13227340698242E+0002
-5,81693878173828E+0001	-7,14553070068359E+0001
-1,46574430465698E+0001	-9,59320449829102E+0001
-4,68417205810547E+0001	-4,46446075439453E+0001
-7,30730819702148E+0001	-5,54167633056641E+0001
-4,32656898498535E+0001	-2,67508563995361E+0001
-5,69702377319336E+0001	-5,54167633056641E+0001
-5,75698127746582E+0001	-6,07429962158203E+0001
-4,80301628112793E+0001	-1,09038169860840E+0002
-2,65739765167236E+0001	-2,73493099212646E+0001
-6,88974761962891E+0001	-4,11137351989746E+0001
 4,13706054687500E+0001	-5,77507324218750E+0001
-4,68417205810547E+0001	-7,20537643432617E+0001
-4,92293090820313E+0001	-2,62122497558594E+0001
-2,24090785980225E+0001	-1,60385456085205E+0001
-4,02892341613770E+0001	-3,33338432312012E+0001
-7,50538206100464E+0000	-7,32506713867188E+0001
-4,74412956237793E+0001	-5,60152168273926E+0001
-1,10814123153687E+0001	-5,06291389465332E+0001
-8,38011779785156E+0001	-1,38841140747070E+0002
-4,14776725769043E+0001	-5,30229530334473E+0001
-5,69702377319336E+0001	-8,40228271484375E+0001
-6,71094665527344E+0001	-8,75537033081055E+0001
-1,94219150543213E+0001	-4,46446075439453E+0001
-2,53855361938477E+0001	-8,93490600585938E+0001
-1,16574317932129E+0002	-6,73259811401367E+0001
-3,13491554260254E+0001	-1,36447324752808E+0001
-4,68417205810547E+0001	-7,98336563110352E+0001
-3,25375976562500E+0001	 1,13706102371216E+0001
 1,99144229888916E+0001	-3,81214675903320E+0001
 6,20987367630005E+0000	-1,66369991302490E+0001
 2,28908786773682E+0001	-3,53087377548218E+0000
-4,51821851730347E+0000	-9,95227661132813E+0001
 3,82228422164917E+0000	-4,22507934570313E+0001
-6,65098876953125E+0001	-6,37352638244629E+0001
 3,66061363220215E+0001	-7,86367492675781E+0001
 2,63384294509888E+0000	-3,93183746337891E+0001
-2,24090785980225E+0001	-3,93183746337891E+0001
 6,20987367630005E+0000	-3,99168281555176E+0001
-5,87582550048828E+0001	-7,44475784301758E+0001
