-4,37233886718750E+0002	-2,20479110717773E+0002
-6,27373535156250E+0002	-2,68796478271484E+0002
-6,72684326171875E+0002	-3,25395050048828E+0002
-6,92352416992188E+0002	-2,96815582275391E+0002
-5,05221893310547E+0002	-2,41337768554688E+0002
-3,64536010742188E+0002	-3,00987304687500E+0002
-2,87651580810547E+0002	-3,55219818115234E+0002
-1,66066894531250E+0002	-3,99303192138672E+0002
-2,81110076904297E+0002	-4,38654449462891E+0002
-3,92533630371094E+0002	-3,18234619140625E+0002
-3,56206512451172E+0002	-1,53731414794922E+0002
-4,05049713134766E+0002	-1,16808479309082E+0002
-3,18047760009766E+0002	-7,38458709716797E+0001
-1,73218933105469E+0002	-5,91514158248901E+0000
-2,05970046997070E+0002	 5,90268859863281E+0001
-1,80937911987305E+0002	 1,30008590698242E+0002
-1,57126846313477E+0002	 9,36460266113281E+0001
-2,08368591308594E+0002	 8,96610927581787E+0000
-1,64845809936523E+0002	-5,83419761657715E+0001
-1,41034759521484E+0002	-1,50742706298828E+0002
-2,11944618225098E+0001	-1,78761810302734E+0002
-9,39359512329102E+0001	-7,56515502929688E+0001
-3,25330619812012E+0001	-1,76395751953125E+0002
-6,47172470092773E+0001	-2,30628250122070E+0002
-2,65584926605225E+0001	-1,54914443969727E+0002
-1,82289810180664E+0001	-1,91276992797852E+0002
 8,07221145629883E+0001	-2,00243103027344E+0002
 1,28998397827148E+0002	-3,25395050048828E+0002
 1,27210380554199E+0002	-4,06463623046875E+0002
 2,32702987670898E+0002	-4,51169647216797E+0002
 3,17350006103516E+0002	-4,18356170654297E+0002
 3,19138000488281E+0002	-3,19417633056641E+0002
 3,50144714355469E+0002	-1,43582275390625E+0002
 3,35230102539063E+0002	 3,46191444396973E+0001
 3,29866058349609E+0002	 5,72834739685059E+0001
 3,10197967529297E+0002	 2,43828353881836E+0002
 3,74566314697266E+0002	 3,07026977539063E+0002
 2,85165802001953E+0002	 3,04038269042969E+0002
 3,97810455322266E+0002	 4,29812866210938E+0002
 3,35840637207031E+0002	 4,93571868896484E+0002
 2,95283325195313E+0002	 4,92949218750000E+0002
 2,35101531982422E+0002	 6,05025573730469E+0002
 1,31396942138672E+0002	 6,99792358398438E+0002
 1,64148056030273E+0002	 7,91570434570313E+0002
 8,42981338500977E+0001	 9,25688537597656E+0002
 8,18995895385742E+0001	 1,01211181640625E+0003
 2,46832618713379E+0001	 1,05681787109375E+0003
 2,76487426757813E+0001	 1,08602001953125E+0003
 1,43913006782532E+0000	 9,41192382812500E+0002
-5,93532142639160E+0001	 7,61185302734375E+0002
-9,59420084953308E-0001	 6,92071533203125E+0002
 3,71993331909180E+0001	 5,26323059082031E+0002
-2,11944618225098E+0001	 4,73896240234375E+0002
-3,54985427856445E+0001	 3,64808563232422E+0002
 1,04533180236816E+0002	 2,27701812744141E+0002
 9,44156570434570E+0001	 7,03590545654297E+0001
 1,24244903564453E+0002	-1,41216217041016E+0002
 1,75486648559570E+0002	-2,46692535400391E+0002
 2,79801788330078E+0002	-3,27200714111328E+0002
 2,29126953125000E+0002	-3,21845977783203E+0002
 3,03045928955078E+0002	-3,46253692626953E+0002
 3,73955780029297E+0002	-2,62196441650391E+0002
 4,81236389160156E+0002	-3,14685516357422E+0002
 5,00904510498047E+0002	-3,06342071533203E+0002
 5,10455108642578E+0002	-3,72467132568359E+0002
 5,15208557128906E+0002	-2,96815582275391E+0002
 5,02692504882813E+0002	-2,78322967529297E+0002
 5,14641662597656E+0002	-3,80810577392578E+0002
 4,92574981689453E+0002	-3,37349853515625E+0002
 3,96632995605469E+0002	-3,34361145019531E+0002
 3,70379760742188E+0002	-2,43143447875977E+0002
 3,36407562255859E+0002	-2,93204223632813E+0002
 2,99469909667969E+0002	-2,15124359130859E+0002
 2,61311157226563E+0002	-2,51486907958984E+0002
 1,51631988525391E+0002	-2,90838165283203E+0002
 2,73216674804688E+0002	-3,75455810546875E+0002
 1,22456893920898E+0002	-4,31494018554688E+0002
 1,55208007812500E+0002	-4,86349151611328E+0002
 8,59117031097412E+0000	-5,38215637207031E+0002
 6,58074951171875E+0001	-4,80994415283203E+0002
 7,35700759887695E+0001	-3,98120147705078E+0002
 1,81417617797852E+0001	-3,48619750976563E+0002
-8,67839050292969E+0000	-3,30749816894531E+0002
-6,53277893066406E+0001	-3,54036773681641E+0002
-1,76184406280518E+0001	-2,82494720458984E+0002
 1,33446607589722E+0001	-3,21845977783203E+0002
 4,37408332824707E+0001	-2,78883361816406E+0002
 1,40336990356445E+0002	-3,46253692626953E+0002
 1,64758590698242E+0002	-1,99060073852539E+0002
 1,82638702392578E+0002	 3,46191444396973E+0001
 2,39244476318359E+0002	 2,11014892578125E+0002
 2,47617599487305E+0002	 2,87351348876953E+0002
 2,96460815429688E+0002	 4,23212799072266E+0002
 3,66803741455078E+0002	 4,79251007080078E+0002
